Class,R_sw_3_h_2,K_sw_3_h_2,RorK_sw_3_h_2,R_sw_5_h_2,RorK_sw_3_h_2,K_sw_5_h_2,RorK_sw_5_h_2,R_sw_2_h_2,K_sw_2_h_2,RorK_sw_2_h_2,D_sw_10_h_2,E_sw_5_h_2,DorE_sw_10_h_2,length,frac_R,frac_K,frac_D,frac_E
RNA,0,0.006289308,0.031446541,0.012578616,0.031446541,0.025157233,0.075471698,0,0,0.012578616,0.056603774,0.025157233,0.163522013,159,0.056603774,0.050314465,0.037735849,0.018867925
RNA,0.013100437,0.004366812,0.026200873,0.03930131,0.026200873,0.030567686,0.11790393,0.004366812,0,0.008733624,0.082969432,0.056768559,0.423580786,229,0.065502183,0.087336245,0.052401747,0.074235808
RNA,0.050420168,0.058823529,0.151260504,0.159663866,0.151260504,0.12605042,0.386554622,0.008403361,0.025210084,0.050420168,0.025210084,0,0.134453782,119,0.151260504,0.109243697,0.042016807,0.025210084
RNA,0,0.046153846,0.184615385,0.015384615,0.184615385,0.246153846,0.461538462,0,0.015384615,0.061538462,0,0.046153846,0.138461538,65,0.076923077,0.230769231,0,0.061538462
RNA,0.03030303,0.03030303,0.166666667,0.060606061,0.166666667,0.181818182,0.378787879,0.015151515,0,0.045454545,0,0,0.136363636,66,0.090909091,0.212121212,0.015151515,0.03030303
RNA,0.020833333,0.027777778,0.111111111,0.041666667,0.111111111,0.076388889,0.215277778,0.013888889,0.006944444,0.041666667,0.236111111,0.069444444,0.576388889,144,0.069444444,0.111111111,0.131944444,0.090277778
RNA,0.023809524,0.05952381,0.142857143,0.047619048,0.142857143,0.095238095,0.202380952,0.011904762,0.023809524,0.083333333,0,0.05952381,0.130952381,84,0.05952381,0.119047619,0.023809524,0.047619048
RNA,0.017857143,0.050595238,0.095238095,0.041666667,0.095238095,0.157738095,0.24702381,0.005952381,0.026785714,0.044642857,0.151785714,0.071428571,0.458333333,336,0.053571429,0.139880952,0.06547619,0.095238095
RNA,0.032967033,0.016483516,0.087912088,0.082417582,0.087912088,0.049450549,0.192307692,0.010989011,0.005494505,0.038461538,0.054945055,0.065934066,0.362637363,182,0.10989011,0.065934066,0.049450549,0.087912088
RNA,0.020761246,0.020761246,0.07266436,0.062283737,0.07266436,0.062283737,0.179930796,0.006920415,0.006920415,0.024221453,0.038062284,0.079584775,0.266435986,289,0.062283737,0.083044983,0.031141869,0.07266436
RNA,0.036363636,0,0.054545455,0.109090909,0.054545455,0.036363636,0.254545455,0.018181818,0,0.018181818,0,0,0.127272727,55,0.145454545,0.090909091,0.018181818,0.054545455
RNA,0,0.011560694,0.023121387,0,0.023121387,0.023121387,0.052023121,0,0.005780347,0.011560694,0,0.028901734,0.335260116,173,0.040462428,0.075144509,0.023121387,0.086705202
RNA,0,0.104,0.144,0.008,0.144,0.248,0.352,0,0.056,0.056,0.184,0,0.232,125,0.048,0.216,0.08,0.032
RNA,0.006060606,0.03030303,0.048484848,0.03030303,0.048484848,0.103030303,0.16969697,0,0.012121212,0.018181818,0.060606061,0.042424242,0.327272727,165,0.048484848,0.109090909,0.048484848,0.072727273
RNA,0,0.074074074,0.092592593,0.009259259,0.092592593,0.166666667,0.277777778,0,0.037037037,0.037037037,0.055555556,0.027777778,0.203703704,108,0.064814815,0.166666667,0.037037037,0.046296296
RNA,0,0.092592593,0.101851852,0.009259259,0.101851852,0.212962963,0.287037037,0,0.037037037,0.037037037,0.101851852,0.027777778,0.203703704,108,0.055555556,0.175925926,0.046296296,0.037037037
RNA,0.007575758,0,0.026515152,0.045454545,0.026515152,0.011363636,0.09469697,0,0,0.007575758,0.049242424,0.056818182,0.257575758,264,0.079545455,0.045454545,0.026515152,0.071969697
RNA,0.076271186,0.033898305,0.211864407,0.161016949,0.211864407,0.093220339,0.372881356,0.042372881,0.016949153,0.093220339,0.042372881,0.025423729,0.203389831,118,0.177966102,0.093220339,0.042372881,0.025423729
RNA,0,0.003154574,0.018927445,0.012618297,0.018927445,0.015772871,0.072555205,0,0,0.006309148,0.072555205,0.044164038,0.268138801,317,0.041009464,0.059936909,0.047318612,0.066246057
RNA,0.01910828,0.038216561,0.114649682,0.063694268,0.114649682,0.146496815,0.27388535,0.006369427,0.006369427,0.038216561,0.108280255,0.038216561,0.350318471,157,0.082802548,0.127388535,0.050955414,0.063694268
RNA,0.008695652,0.043478261,0.07826087,0.026086957,0.07826087,0.12173913,0.208695652,0,0.017391304,0.026086957,0.017391304,0.017391304,0.182608696,115,0.052173913,0.130434783,0.052173913,0.034782609
RNA,0.051282051,0.025641026,0.115384615,0.096153846,0.115384615,0.057692308,0.217948718,0.025641026,0.012820513,0.064102564,0,0.038461538,0.307692308,156,0.115384615,0.083333333,0.032051282,0.08974359
RNA,0.021505376,0.043010753,0.086021505,0.064516129,0.086021505,0.129032258,0.258064516,0.010752688,0.032258065,0.053763441,0.096774194,0.010752688,0.204301075,93,0.064516129,0.139784946,0.021505376,0.075268817
RNA,0.014925373,0,0.014925373,0.059701493,0.014925373,0,0.059701493,0,0,0,0.074626866,0.089552239,0.567164179,67,0.074626866,0.029850746,0.089552239,0.134328358
RNA,0.02247191,0,0.033707865,0.050561798,0.033707865,0,0.095505618,0.011235955,0,0.016853933,0.342696629,0.101123596,0.668539326,178,0.050561798,0.02247191,0.117977528,0.112359551
RNA,0.050420168,0.033613445,0.151260504,0.109243697,0.151260504,0.100840336,0.25210084,0.016806723,0.016806723,0.084033613,0.075630252,0,0.092436975,119,0.109243697,0.134453782,0.042016807,0.008403361
RNA,0.02124431,0.001517451,0.042488619,0.051593323,0.042488619,0.006069803,0.106221548,0.007587253,0,0.016691958,0.060698027,0.08952959,0.314112291,659,0.059180577,0.02276176,0.037936267,0.084977238
RNA,0.02739726,0.04109589,0.102739726,0.068493151,0.102739726,0.089041096,0.260273973,0.006849315,0.020547945,0.04109589,0.054794521,0.01369863,0.267123288,146,0.095890411,0.109589041,0.034246575,0.047945205
RNA,0.0135318,0.01217862,0.046008119,0.046008119,0.046008119,0.044654939,0.120433018,0.00405954,0.00541272,0.01894452,0.108254398,0.059539919,0.426251691,739,0.059539919,0.070365359,0.056833559,0.077131258
RNA,0.03125,0.03125,0.083333333,0.072916667,0.083333333,0.09375,0.197916667,0.010416667,0,0.010416667,0.208333333,0.041666667,0.375,96,0.083333333,0.09375,0.083333333,0.072916667
RNA,0.024390244,0.040650407,0.105691057,0.113821138,0.105691057,0.06504065,0.300813008,0.008130081,0.016260163,0.032520325,0.032520325,0,0.032520325,123,0.130081301,0.089430894,0.024390244,0.016260163
RNA,0.015151515,0.083333333,0.204545455,0.075757576,0.204545455,0.212121212,0.393939394,0.007575758,0.037878788,0.075757576,0.03030303,0,0.075757576,132,0.106060606,0.159090909,0.022727273,0.037878788
RNA,0.051546392,0.020618557,0.149484536,0.175257732,0.149484536,0.067010309,0.345360825,0.020618557,0.005154639,0.056701031,0.103092784,0.020618557,0.293814433,194,0.139175258,0.097938144,0.056701031,0.067010309
RNA,0.126760563,0.028169014,0.281690141,0.267605634,0.281690141,0.098591549,0.521126761,0.056338028,0.014084507,0.126760563,0,0.070422535,0.352112676,71,0.197183099,0.126760563,0.014084507,0.112676056
RNA,0.010903427,0.009345794,0.042056075,0.028037383,0.042056075,0.028037383,0.112149533,0.003115265,0.004672897,0.015576324,0.130841121,0.079439252,0.479750779,642,0.066978193,0.062305296,0.066978193,0.088785047
RNA,0.01427372,0.008396306,0.036943745,0.04534005,0.036943745,0.020990764,0.092359362,0.004198153,0.003358522,0.01427372,0.082283795,0.041141898,0.2829555,1191,0.052896725,0.048698573,0.048698573,0.060453401
RNA,0,0.016666667,0.016666667,0,0.016666667,0.033333333,0.041666667,0,0.008333333,0.008333333,0.316666667,0.083333333,0.708333333,120,0.025,0.041666667,0.125,0.141666667
RNA,0.0125,0.025,0.075,0.075,0.075,0.0625,0.1375,0,0.0125,0.0375,0.025,0.1125,0.2875,80,0.075,0.075,0.025,0.0875
RNA,0,0,0.012269939,0.006134969,0.012269939,0,0.042944785,0,0,0,0.055214724,0.036809816,0.331288344,163,0.061349693,0.018404908,0.049079755,0.061349693
RNA,0.024390244,0.004065041,0.06097561,0.052845528,0.06097561,0.020325203,0.138211382,0.008130081,0,0.016260163,0.308943089,0.012195122,0.544715447,246,0.089430894,0.044715447,0.109756098,0.073170732
RNA,0.011152416,0.011152416,0.022304833,0.037174721,0.022304833,0.029739777,0.085501859,0.003717472,0.003717472,0.007434944,0.05204461,0.007434944,0.219330855,269,0.048327138,0.07063197,0.029739777,0.059479554
RNA,0.019607843,0,0.098039216,0.12745098,0.098039216,0.009803922,0.264705882,0,0,0.029411765,0.078431373,0.049019608,0.470588235,102,0.137254902,0.058823529,0.058823529,0.088235294
RNA,0.030075188,0.052631579,0.112781955,0.082706767,0.112781955,0.105263158,0.233082707,0.015037594,0.037593985,0.067669173,0,0.022556391,0.263157895,133,0.082706767,0.097744361,0.015037594,0.07518797
RNA,0,0.031578947,0.031578947,0,0.031578947,0.115789474,0.147368421,0,0,0,0.105263158,0.031578947,0.410526316,95,0.031578947,0.094736842,0.063157895,0.073684211
RNA,0.005555556,0.022222222,0.05,0.038888889,0.05,0.066666667,0.166666667,0,0.005555556,0.011111111,0.083333333,0.022222222,0.277777778,180,0.066666667,0.1,0.05,0.055555556
RNA,0.013422819,0.013422819,0.026845638,0.026845638,0.026845638,0.026845638,0.073825503,0.006711409,0.006711409,0.013422819,0.046979866,0.053691275,0.362416107,149,0.046979866,0.073825503,0.033557047,0.093959732
RNA,0,0.142857143,0.148148148,0,0.148148148,0.216931217,0.232804233,0,0.084656085,0.084656085,0.079365079,0.037037037,0.28042328,189,0.010582011,0.201058201,0.052910053,0.047619048
RNA,0.012096774,0.004032258,0.044354839,0.036290323,0.044354839,0.012096774,0.129032258,0.004032258,0,0.016129032,0.137096774,0.060483871,0.475806452,248,0.072580645,0.056451613,0.068548387,0.088709677
RNA,0.034482759,0.00862069,0.077586207,0.120689655,0.077586207,0.034482759,0.267241379,0.017241379,0,0.034482759,0.103448276,0,0.224137931,116,0.137931034,0.068965517,0.051724138,0.051724138
RNA,0.053435115,0.007633588,0.06870229,0.083969466,0.06870229,0.038167939,0.167938931,0.022900763,0,0.022900763,0.13740458,0.061068702,0.480916031,131,0.091603053,0.045801527,0.076335878,0.122137405
RNA,0.051851852,0.007407407,0.066666667,0.081481481,0.066666667,0.037037037,0.162962963,0.022222222,0,0.022222222,0.140740741,0.088888889,0.496296296,135,0.088888889,0.044444444,0.074074074,0.148148148
RNA,0.008368201,0.012552301,0.046025105,0.029288703,0.046025105,0.050209205,0.133891213,0,0,0.016736402,0.117154812,0.037656904,0.426778243,239,0.062761506,0.087866109,0.046025105,0.092050209
RNA,0.022222222,0.014814815,0.088888889,0.074074074,0.088888889,0.074074074,0.281481481,0.007407407,0,0.02962963,0.081481481,0.066666667,0.4,135,0.118518519,0.088888889,0.037037037,0.088888889
RNA,0.023809524,0.013227513,0.052910053,0.063492063,0.052910053,0.037037037,0.156084656,0.010582011,0.005291005,0.023809524,0.060846561,0.116402116,0.473544974,378,0.084656085,0.055555556,0.05026455,0.121693122
RNA,0.022857143,0,0.034285714,0.085714286,0.034285714,0,0.12,0.011428571,0,0.011428571,0.04,0.011428571,0.302857143,175,0.114285714,0.04,0.051428571,0.051428571
RNA,0.025862069,0.001724138,0.05,0.070689655,0.05,0.012068966,0.136206897,0.010344828,0,0.017241379,0.081034483,0.117241379,0.474137931,580,0.105172414,0.037931034,0.046551724,0.115517241
RNA,0.003067485,0.012269939,0.018404908,0.015337423,0.018404908,0.036809816,0.061349693,0.003067485,0.006134969,0.009202454,0.119631902,0.012269939,0.196319018,326,0.033742331,0.055214724,0.052147239,0.027607362
RNA,0.006802721,0.013605442,0.040816327,0.034013605,0.040816327,0.027210884,0.108843537,0,0.006802721,0.013605442,0.040816327,0,0.040816327,147,0.081632653,0.040816327,0.047619048,0.013605442
RNA,0.048888889,0.026666667,0.093333333,0.137777778,0.093333333,0.053333333,0.226666667,0.013333333,0.013333333,0.035555556,0.035555556,0.013333333,0.244444444,225,0.12,0.062222222,0.031111111,0.057777778
RNA,0,0.034482759,0.062068966,0,0.062068966,0.082758621,0.165517241,0,0.013793103,0.020689655,0.048275862,0.04137931,0.289655172,145,0.068965517,0.103448276,0.027586207,0.075862069
RNA,0.003174603,0.006349206,0.025396825,0.00952381,0.025396825,0.012698413,0.092063492,0,0.003174603,0.006349206,0.041269841,0.019047619,0.323809524,315,0.066666667,0.044444444,0.050793651,0.06984127
RNA,0.017834395,0,0.036942675,0.062420382,0.036942675,0,0.101910828,0.005095541,0,0.012738854,0.033121019,0.096815287,0.411464968,785,0.095541401,0.022929936,0.03566879,0.10955414
RNA,0.005747126,0,0.011494253,0.017241379,0.011494253,0,0.031609195,0.002873563,0,0.005747126,0.32183908,0.143678161,0.66954023,348,0.037356322,0.017241379,0.135057471,0.120689655
RNA,0,0.02739726,0.063926941,0.00456621,0.063926941,0.073059361,0.127853881,0,0.00913242,0.02739726,0.054794521,0.02739726,0.278538813,219,0.03652968,0.082191781,0.059360731,0.068493151
RNA,0,0.023809524,0.023809524,0,0.023809524,0.055555556,0.071428571,0,0.007936508,0.007936508,0.007936508,0.015873016,0.214285714,126,0.03968254,0.063492063,0.047619048,0.047619048
RNA,0.034749035,0.019305019,0.057915058,0.088803089,0.057915058,0.05019305,0.16988417,0.015444015,0.011583012,0.027027027,0.030888031,0.030888031,0.189189189,259,0.069498069,0.077220077,0.027027027,0.038610039
RNA,0,0.036697248,0.055045872,0,0.055045872,0.091743119,0.146788991,0,0.009174312,0.018348624,0.110091743,0.036697248,0.422018349,109,0.027522936,0.128440367,0.073394495,0.082568807
RNA,0.009975062,0.013715711,0.034912718,0.026184539,0.034912718,0.036159601,0.087281796,0.003740648,0.004987531,0.012468828,0.158354115,0.128428928,0.387780549,802,0.036159601,0.046134663,0.082294264,0.102244389
RNA,0,0.033057851,0.090909091,0.008264463,0.090909091,0.099173554,0.256198347,0,0.008264463,0.033057851,0,0.066115702,0.314049587,121,0.049586777,0.115702479,0.024793388,0.099173554
RNA,0.009493671,0,0.022151899,0.03164557,0.022151899,0,0.060126582,0.003164557,0,0.009493671,0.079113924,0.041139241,0.398734177,316,0.075949367,0.03164557,0.053797468,0.075949367
RNA,0.009868421,0.021381579,0.047697368,0.023026316,0.047697368,0.057565789,0.144736842,0.003289474,0.008223684,0.016447368,0.128289474,0.013157895,0.307565789,608,0.054276316,0.083881579,0.060855263,0.057565789
RNA,0.014814815,0,0.025925926,0.040740741,0.025925926,0.007407407,0.081481481,0.003703704,0,0.007407407,0.07037037,0.007407407,0.266666667,270,0.074074074,0.040740741,0.055555556,0.048148148
RNA,0.022222222,0.026666667,0.066666667,0.048888889,0.066666667,0.053333333,0.164444444,0.008888889,0.013333333,0.031111111,0.04,0.12,0.337777778,225,0.075555556,0.066666667,0.044444444,0.088888889
RNA,0,0,0.013986014,0.013986014,0.013986014,0,0.076923077,0,0,0.006993007,0,0.104895105,0.447552448,143,0.041958042,0.062937063,0.048951049,0.125874126
RNA,0.007032349,0.012658228,0.025316456,0.019690577,0.025316456,0.026722925,0.063291139,0,0.005625879,0.008438819,0.061884669,0.023909986,0.181434599,711,0.042194093,0.043600563,0.047819972,0.039381153
RNA,0.012635379,0.003610108,0.036101083,0.034296029,0.036101083,0.014440433,0.099277978,0.005415162,0,0.014440433,0.142599278,0.054151625,0.42599278,554,0.072202166,0.057761733,0.066787004,0.083032491
RNA,0.058394161,0.03649635,0.102189781,0.094890511,0.102189781,0.065693431,0.226277372,0.02189781,0.01459854,0.03649635,0.080291971,0.051094891,0.277372263,137,0.102189781,0.072992701,0.03649635,0.065693431
RNA,0.023255814,0.011627907,0.058139535,0.065891473,0.058139535,0.042635659,0.170542636,0.007751938,0.003875969,0.027131783,0.112403101,0.096899225,0.488372093,258,0.07751938,0.073643411,0.065891473,0.108527132
RNA,0.022026432,0.026431718,0.066079295,0.04845815,0.066079295,0.052863436,0.162995595,0.008810573,0.013215859,0.030837004,0.04845815,0.092511013,0.325991189,227,0.070484581,0.070484581,0.039647577,0.092511013
RNA,0.013020833,0.0078125,0.046875,0.057291667,0.046875,0.0234375,0.130208333,0.005208333,0.002604167,0.020833333,0.1875,0.020833333,0.390625,384,0.0703125,0.0625,0.072916667,0.0625
RNA,0.00952381,0.012698413,0.025396825,0.031746032,0.025396825,0.038095238,0.076190476,0.003174603,0.006349206,0.00952381,0.053968254,0.038095238,0.295238095,315,0.047619048,0.050793651,0.050793651,0.06031746
RNA,0,0.011627907,0.011627907,0,0.011627907,0.046511628,0.058139535,0,0,0,0,0.058139535,0.162790698,86,0.046511628,0.046511628,0.023255814,0.081395349
RNA,0.008152174,0.016304348,0.048913043,0.029891304,0.048913043,0.038043478,0.122282609,0.002717391,0.008152174,0.019021739,0.182065217,0.054347826,0.432065217,368,0.046195652,0.059782609,0.070652174,0.08423913
RNA,0.012605042,0.010504202,0.073529412,0.06092437,0.073529412,0.039915966,0.18907563,0.00210084,0.004201681,0.029411765,0.067226891,0.025210084,0.266806723,476,0.075630252,0.069327731,0.048319328,0.044117647
RNA,0.012903226,0.025806452,0.083870968,0.04516129,0.083870968,0.064516129,0.219354839,0.006451613,0.006451613,0.025806452,0.129032258,0.032258065,0.290322581,155,0.090322581,0.103225806,0.064516129,0.038709677
RNA,0.007259528,0.01814882,0.052631579,0.021778584,0.052631579,0.056261343,0.128856624,0.001814882,0.007259528,0.025408348,0.123411978,0.01814882,0.335753176,551,0.049001815,0.074410163,0.068965517,0.043557169
RNA,0.076612903,0,0.108870968,0.201612903,0.108870968,0,0.278225806,0.012096774,0,0.02016129,0.245967742,0.024193548,0.387096774,248,0.173387097,0.032258065,0.080645161,0.044354839
RNA,0,0,0,0,0,0.011627907,0.011627907,0,0,0,0,0.023255814,0.279069767,86,0.023255814,0.069767442,0.034883721,0.069767442
RNA,0.02189781,0.03649635,0.072992701,0.051094891,0.072992701,0.072992701,0.182481752,0.01459854,0.01459854,0.03649635,0.01459854,0,0.124087591,137,0.072992701,0.080291971,0.03649635,0.02919708
RNA,0.00896861,0.006726457,0.038116592,0.038116592,0.038116592,0.02690583,0.130044843,0.004484305,0.002242152,0.011210762,0.112107623,0.078475336,0.457399103,446,0.056053812,0.069506726,0.067264574,0.091928251
RNA,0.012919897,0.036175711,0.111111111,0.054263566,0.111111111,0.087855297,0.266149871,0.002583979,0.018087855,0.051679587,0.069767442,0.033591731,0.26873385,387,0.085271318,0.111111111,0.041343669,0.051679587
RNA,0.003322259,0.013289037,0.049833887,0.026578073,0.049833887,0.03986711,0.159468439,0,0.003322259,0.016611296,0.096345515,0.043189369,0.411960133,301,0.063122924,0.069767442,0.056478405,0.079734219
RNA,0,0.016528926,0.016528926,0,0.016528926,0.049586777,0.066115702,0,0.008264463,0.008264463,0.074380165,0.148760331,0.561983471,121,0.008264463,0.107438017,0.049586777,0.132231405
RNA,0.001538462,0.037692308,0.058461538,0.006923077,0.058461538,0.123076923,0.173076923,0,0.013076923,0.02,0.18,0.042307692,0.492307692,1300,0.026923077,0.133076923,0.076153846,0.074615385
RNA,0,0.038961039,0.064935065,0,0.064935065,0.090909091,0.155844156,0,0.012987013,0.025974026,0.103896104,0.064935065,0.337662338,77,0.051948052,0.103896104,0.077922078,0.064935065
RNA,0,0.070866142,0.102362205,0,0.102362205,0.157480315,0.220472441,0,0.023622047,0.039370079,0.11023622,0.047244094,0.472440945,127,0.023622047,0.141732283,0.047244094,0.11023622
RNA,0.008368201,0.025104603,0.125523013,0.062761506,0.125523013,0.10041841,0.288702929,0,0.008368201,0.050209205,0,0.020920502,0.225941423,239,0.087866109,0.121338912,0.033472803,0.058577406
RNA,0.016049383,0.012345679,0.037037037,0.035802469,0.037037037,0.038271605,0.09382716,0.009876543,0.004938272,0.017283951,0.043209877,0.044444444,0.308641975,810,0.048148148,0.048148148,0.035802469,0.071604938
RNA,0,0.069124424,0.092165899,0.00921659,0.092165899,0.156682028,0.211981567,0,0.032258065,0.041474654,0.175115207,0.036866359,0.313364055,217,0.041474654,0.129032258,0.055299539,0.041474654
RNA,0,0.005208333,0.03125,0.026041667,0.03125,0.020833333,0.15625,0,0.005208333,0.010416667,0.015625,0.052083333,0.28125,192,0.072916667,0.09375,0.03125,0.078125
RNA,0,0.020833333,0.03125,0.015625,0.03125,0.057291667,0.15625,0,0.010416667,0.010416667,0.052083333,0.03125,0.276041667,192,0.072916667,0.098958333,0.036458333,0.067708333
RNA,0.016666667,0,0.066666667,0.075,0.066666667,0.025,0.183333333,0.008333333,0,0.025,0.258333333,0.183333333,0.641666667,120,0.108333333,0.058333333,0.116666667,0.133333333
RNA,0.028571429,0.035714286,0.121428571,0.092857143,0.121428571,0.085714286,0.25,0.007142857,0.014285714,0.05,0.014285714,0,0.121428571,140,0.078571429,0.107142857,0.035714286,0.028571429
RNA,0.017241379,0,0.025862069,0.060344828,0.025862069,0,0.103448276,0.00862069,0,0.00862069,0.025862069,0.060344828,0.482758621,116,0.077586207,0.051724138,0.051724138,0.094827586
RNA,0.051020408,0.051020408,0.183673469,0.112244898,0.183673469,0.132653061,0.387755102,0.020408163,0.020408163,0.071428571,0,0.030612245,0.193877551,98,0.112244898,0.142857143,0,0.081632653
RNA,0.003968254,0,0.007936508,0.015873016,0.007936508,0.003968254,0.051587302,0,0,0,0.099206349,0.138888889,0.369047619,252,0.05952381,0.027777778,0.051587302,0.107142857
RNA,0,0.011627907,0.011627907,0,0.011627907,0.034883721,0.034883721,0,0,0,0,0.151162791,0.255813953,86,0.034883721,0.058139535,0.034883721,0.127906977
RNA,0.056179775,0.033707865,0.123595506,0.157303371,0.123595506,0.078651685,0.280898876,0.033707865,0.011235955,0.078651685,0.123595506,0,0.292134831,89,0.134831461,0.06741573,0.056179775,0.056179775
RNA,0.052631579,0.026315789,0.138157895,0.131578947,0.138157895,0.065789474,0.335526316,0.019736842,0.019736842,0.059210526,0.138157895,0.059210526,0.276315789,152,0.131578947,0.105263158,0.059210526,0.046052632
RNA,0.03649635,0.02919708,0.087591241,0.065693431,0.087591241,0.072992701,0.204379562,0.01459854,0.00729927,0.02919708,0.102189781,0,0.226277372,137,0.109489051,0.065693431,0.058394161,0.02919708
RNA,0.007181329,0.023339318,0.055655296,0.02513465,0.055655296,0.07540395,0.156193896,0.001795332,0.010771993,0.021543986,0.120287253,0.089766607,0.488330341,557,0.064631957,0.086175943,0.059245961,0.102333932
RNA,0.042372881,0.012711864,0.080508475,0.080508475,0.080508475,0.033898305,0.169491525,0.012711864,0.004237288,0.029661017,0.004237288,0.059322034,0.288135593,236,0.097457627,0.059322034,0.033898305,0.084745763
RNA,0.007462687,0.059701493,0.082089552,0.029850746,0.082089552,0.119402985,0.21641791,0,0.02238806,0.029850746,0,0.02238806,0.059701493,134,0.059701493,0.134328358,0.007462687,0.029850746
RNA,0.027586207,0.027586207,0.082758621,0.075862069,0.082758621,0.082758621,0.248275862,0.006896552,0.013793103,0.034482759,0.020689655,0.013793103,0.179310345,145,0.089655172,0.103448276,0.034482759,0.034482759
RNA,0,0.016216216,0.054054054,0.010810811,0.054054054,0.064864865,0.145945946,0,0.005405405,0.016216216,0.075675676,0,0.172972973,185,0.059459459,0.091891892,0.043243243,0.043243243
RNA,0.031847134,0.00955414,0.054140127,0.070063694,0.054140127,0.025477707,0.108280255,0.012738854,0.003184713,0.022292994,0.171974522,0.066878981,0.433121019,314,0.085987261,0.041401274,0.060509554,0.082802548
RNA,0.038709677,0.038709677,0.103225806,0.096774194,0.103225806,0.103225806,0.238709677,0.012903226,0.019354839,0.051612903,0.019354839,0.051612903,0.187096774,155,0.116129032,0.096774194,0.025806452,0.051612903
RNA,0.024077047,0.006420546,0.054574639,0.056179775,0.054574639,0.02247191,0.126805778,0.012841091,0.001605136,0.025682183,0.086677368,0.020866774,0.274478331,623,0.064205457,0.048154093,0.051364366,0.048154093
RNA,0.011299435,0.033898305,0.050847458,0.028248588,0.050847458,0.079096045,0.152542373,0.005649718,0.016949153,0.02259887,0.050847458,0,0.220338983,177,0.056497175,0.09039548,0.050847458,0.04519774
RNA,0.038461538,0.025641026,0.128205128,0.08974359,0.128205128,0.051282051,0.333333333,0.012820513,0.012820513,0.064102564,0.064102564,0.038461538,0.269230769,78,0.141025641,0.08974359,0.025641026,0.051282051
RNA,0.011173184,0.016759777,0.039106145,0.033519553,0.039106145,0.083798883,0.17877095,0.005586592,0.005586592,0.016759777,0.033519553,0.078212291,0.407821229,179,0.072625698,0.094972067,0.033519553,0.100558659
RNA,0.013888889,0.097222222,0.138888889,0.041666667,0.138888889,0.194444444,0.305555556,0,0.027777778,0.041666667,0.013888889,0,0.166666667,72,0.069444444,0.138888889,0.027777778,0.041666667
RNA,0.008097166,0.030364372,0.066801619,0.024291498,0.066801619,0.087044534,0.147773279,0.004048583,0.010121457,0.024291498,0.036437247,0.058704453,0.331983806,494,0.044534413,0.089068826,0.034412955,0.0951417
RNA,0,0.023489933,0.043624161,0,0.043624161,0.067114094,0.117449664,0,0.010067114,0.020134228,0.080536913,0.023489933,0.214765101,298,0.033557047,0.087248322,0.040268456,0.067114094
RNA,0,0.005649718,0.04519774,0.02259887,0.04519774,0.028248588,0.13559322,0,0,0.011299435,0.107344633,0.096045198,0.519774011,177,0.06779661,0.039548023,0.073446328,0.11299435
RNA,0.011235955,0,0.033707865,0.02247191,0.033707865,0.016853933,0.078651685,0.005617978,0,0.016853933,0.073033708,0.056179775,0.275280899,178,0.073033708,0.056179775,0.050561798,0.056179775
RNA,0.004291845,0.021459227,0.025751073,0.012875536,0.025751073,0.038626609,0.064377682,0,0.008583691,0.008583691,0.060085837,0.017167382,0.180257511,233,0.034334764,0.064377682,0.038626609,0.038626609
RNA,0.009090909,0.027272727,0.054545455,0.027272727,0.054545455,0.045454545,0.172727273,0,0.009090909,0.009090909,0,0.1,0.3,110,0.081818182,0.090909091,0.036363636,0.109090909
RNA,0,0.021818182,0.029090909,0.014545455,0.029090909,0.065454545,0.109090909,0,0.010909091,0.014545455,0.196363636,0.04,0.392727273,275,0.025454545,0.090909091,0.076363636,0.061818182
RNA,0.02173913,0.079710145,0.130434783,0.057971014,0.130434783,0.173913043,0.268115942,0.007246377,0.036231884,0.057971014,0.02173913,0,0.144927536,138,0.079710145,0.123188406,0.028985507,0.036231884
RNA,0.012820513,0.019230769,0.08974359,0.044871795,0.08974359,0.121794872,0.269230769,0.006410256,0.006410256,0.032051282,0,0,0.051282051,156,0.076923077,0.128205128,0.012820513,0.025641026
RNA,0,0.0125,0.033333333,0,0.033333333,0.041666667,0.079166667,0,0.004166667,0.0125,0.083333333,0.058333333,0.254166667,240,0.033333333,0.070833333,0.058333333,0.058333333
RNA,0.068181818,0.056818182,0.204545455,0.170454545,0.204545455,0.170454545,0.477272727,0.034090909,0.011363636,0.090909091,0.079545455,0,0.170454545,88,0.147727273,0.159090909,0.022727273,0.068181818
RNA,0.068181818,0.056818182,0.204545455,0.170454545,0.204545455,0.170454545,0.477272727,0.034090909,0.011363636,0.090909091,0.079545455,0,0.170454545,88,0.147727273,0.159090909,0.022727273,0.068181818
RNA,0.010526316,0.005263158,0.042105263,0.047368421,0.042105263,0.036842105,0.131578947,0.005263158,0,0.015789474,0.068421053,0.021052632,0.231578947,190,0.047368421,0.063157895,0.031578947,0.052631579
RNA,0.005902192,0.005902192,0.022765599,0.018549747,0.022765599,0.018549747,0.064080944,0.001686341,0.001686341,0.008431703,0.067453626,0.009274874,0.207419899,1186,0.039629005,0.034569983,0.043844857,0.039629005
RNA,0.006896552,0.013793103,0.068965517,0.034482759,0.068965517,0.04137931,0.144827586,0,0.006896552,0.027586207,0.227586207,0.089655172,0.524137931,145,0.082758621,0.055172414,0.082758621,0.096551724
